"Засаг захиргааны нэгж","Гэмт хэргийн ангилал","2018","2019"
"Дорнод","ХАБТХАЖ-ын эсрэг гэмт хэрэг","52","42"
"Дорнод","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","19","18"
"Дорнод","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","2","3"
"Дорнод","Хүний хувийн улс төрийн эрх, эрх чөлөөний эсрэг гэмт хэрэг","","0"
"Дорнод","Хүүхдийн эсрэг  гэмт хэрэг","","0"
"Дорнод","Эдийн засгийн гэмт хэрэг","5","4"
"Дорнод","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","1","3"
"Дорнод","Авлигын эсрэг","6","11"
"Дорнод","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","3","3"
"Дорнод","Соёлын өвийн эсрэг","","0"
"Дорнод","Цахим мэдээллийн аюулгүй байдлын эсрэг","","2"
"Дорнод","Цэргийн албаны эсрэг гэмт хэрэг","1","0"
"Хэрлэн","Улсын дүн","322","318"
"Хэрлэн","Үндэсний аюулгүй байдлын эсрэг","","0"
"Хэрлэн","Хүний амьд явах эрхийн эсрэг","16","3"
"Хэрлэн","Хүнийг  санаатай алах","7","3"
"Хэрлэн","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","9",""
"Хэрлэн","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","116","124"
"Хэрлэн","Өмчлөх эрхийн эсрэг","144","136"
"Хэрлэн","Хулгайлах","93","72"
"Хэрлэн","Мал хулгайлах","11","11"
"Хэрлэн","Дээрэмдэх","4","6"
"Хэрлэн","Залилах","25","35"
"Хэрлэн","Хөрөнгө завших","2","4"
"Хэрлэн","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","7","6"
"Хэрлэн","Эрүүл мэндийн эсрэг","2","1"
"Хэрлэн","Хүрээлэн байгаа орчны эсрэг","2","2"
"Хэрлэн","ХАБТХАЖ-ын эсрэг гэмт хэрэг","17","19"
"Хэрлэн","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","10","12"
"Хэрлэн","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","1","2"
"Хэрлэн","Эдийн засгийн гэмт хэрэг","1",""
"Хэрлэн","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","","3"
"Хэрлэн","Авлигын эсрэг","4","6"
"Хэрлэн","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","1","2"
"Хэрлэн","Цахим мэдээллийн аюулгүй байдлын эсрэг","","2"
"Хэрлэн","Цэргийн албаны эсрэг гэмт хэрэг","1",""
"Баяндун","Улсын дүн","14","20"
"Баяндун","Хүний амьд явах эрхийн эсрэг","","1"
"Баяндун","Хүнийг  санаатай алах","","1"
"Баяндун","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","7"
"Баяндун","Өмчлөх эрхийн эсрэг","6","8"
"Баяндун","Хулгайлах","1","1"
"Баяндун","Мал хулгайлах","4","7"
"Баяндун","Хүрээлэн байгаа орчны эсрэг","1","3"
"Баяндун","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2",""
"Баяндун","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Баяндун","Авлигын эсрэг","1","1"
"Баянтүмэн","Улсын дүн","40","40"
"Баянтүмэн","Хүний амьд явах эрхийн эсрэг","1","0"
"Баянтүмэн","Хүнийг  санаатай алах","","0"
"Баянтүмэн","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","3"
"Баянтүмэн","Өмчлөх эрхийн эсрэг","30","34"
"Баянтүмэн","Хулгайлах","3","1"
"Баянтүмэн","Мал хулгайлах","25","32"
"Баянтүмэн","Хөрөнгө завших","2",""
"Баянтүмэн","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1",""
"Баянтүмэн","ХАБТХАЖ-ын эсрэг гэмт хэрэг","4","3"
"Баянтүмэн","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","1",""
"Баян-Уул","Улсын дүн","31","28"
"Баян-Уул","Үндэсний аюулгүй байдлын эсрэг","1",""
"Баян-Уул","Хүний амьд явах эрхийн эсрэг","3","1"
"Баян-Уул","Хүнийг  санаатай алах","1","1"
"Баян-Уул","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","2",""
"Баян-Уул","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","10","7"
"Баян-Уул","Өмчлөх эрхийн эсрэг","9","9"
"Баян-Уул","Хулгайлах","7","2"
"Баян-Уул","Мал хулгайлах","2","6"
"Баян-Уул","Хөрөнгө завших","","1"
"Баян-Уул","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1","2"
"Баян-Уул","Хүрээлэн байгаа орчны эсрэг","1","4"
"Баян-Уул","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2","2"
"Баян-Уул","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","3","2"
"Баян-Уул","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","","1"
"Баян-Уул","Авлигын эсрэг","1",""
"Булган","Улсын дүн","32","36"
"Булган","Хүний амьд явах эрхийн эсрэг","","1"
"Булган","Хүнийг  санаатай алах","","1"
"Булган","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","5","5"
"Булган","Өмчлөх эрхийн эсрэг","18","23"
"Булган","Хулгайлах","2","4"
"Булган","Мал хулгайлах","13","18"
"Булган","Хөрөнгө завших","1",""
"Булган","Хүрээлэн байгаа орчны эсрэг","","3"
"Булган","ХАБТХАЖ-ын эсрэг гэмт хэрэг","7","4"
"Булган","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Булган","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","1",""
"Гурванзагал","Улсын дүн","16","17"
"Гурванзагал","Хүний амьд явах эрхийн эсрэг","1","1"
"Гурванзагал","Хүнийг  санаатай алах","","1"
"Гурванзагал","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Гурванзагал","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","1"
"Гурванзагал","Өмчлөх эрхийн эсрэг","9","13"
"Гурванзагал","Хулгайлах","2","3"
"Гурванзагал","Мал хулгайлах","7","8"
"Гурванзагал","Залилах","","1"
"Гурванзагал","ХАБТХАЖ-ын эсрэг гэмт хэрэг","1","1"
"Гурванзагал","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","1","1"
"Дашбалбар","Улсын дүн","16","19"
"Дашбалбар","Үндэсний аюулгүй байдлын эсрэг","1",""
"Дашбалбар","Хүний амьд явах эрхийн эсрэг","1","1"
"Дашбалбар","Хүнийг  санаатай алах","","1"
"Дашбалбар","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Дашбалбар","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","8","8"
"Дашбалбар","Өмчлөх эрхийн эсрэг","3","8"
"Дашбалбар","Хулгайлах","3","1"
"Дашбалбар","Мал хулгайлах","","6"
"Дашбалбар","Залилах","","1"
"Дашбалбар","Хүрээлэн байгаа орчны эсрэг","2",""
"Дашбалбар","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Дашбалбар","Эдийн засгийн гэмт хэрэг","","1"
"Дашбалбар","Авлигын эсрэг","","1"
"Матад","Улсын дүн","20","21"
"Матад","Үндэсний аюулгүй байдлын эсрэг","1",""
"Матад","Хүний амьд явах эрхийн эсрэг","1","1"
"Матад","Хүнийг  санаатай алах","","0"
"Матад","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Матад","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","6"
"Матад","Өмчлөх эрхийн эсрэг","9","8"
"Матад","Хулгайлах","3","2"
"Матад","Мал хулгайлах","3","4"
"Матад","Залилах","","1"
"Матад","Хөрөнгө завших","2",""
"Матад","Хүрээлэн байгаа орчны эсрэг","1","1"
"Матад","ХАБТХАЖ-ын эсрэг гэмт хэрэг","3","4"
"Матад","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Матад","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","1",""
"Матад","Авлигын эсрэг","","1"
"Сэргэлэн","Улсын дүн","15","13"
"Сэргэлэн","Хүний амьд явах эрхийн эсрэг","","0"
"Сэргэлэн","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","5","2"
"Сэргэлэн","Өмчлөх эрхийн эсрэг","8","9"
"Сэргэлэн","Хулгайлах","2","1"
"Сэргэлэн","Мал хулгайлах","6","6"
"Сэргэлэн","Хөрөнгө завших","","1"
"Сэргэлэн","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2","2"
"Халхгол","Улсын дүн","16","15"
"Халхгол","Үндэсний аюулгүй байдлын эсрэг","1",""
"Халхгол","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","8"
"Халхгол","Өмчлөх эрхийн эсрэг","7","4"
"Халхгол","Хулгайлах","4",""
"Халхгол","Мал хулгайлах","1","3"
"Халхгол","Залилах","1","1"
"Халхгол","Хөрөнгө завших","1",""
"Халхгол","Хүрээлэн байгаа орчны эсрэг","2","1"
"Халхгол","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2","1"
"Халхгол","Авлигын эсрэг","","1"
"Хөлөнбуйр","Улсын дүн","16","18"
"Хөлөнбуйр","Хүний амьд явах эрхийн эсрэг","2",""
"Хөлөнбуйр","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","2",""
"Хөлөнбуйр","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","4"
"Хөлөнбуйр","Өмчлөх эрхийн эсрэг","8","11"
"Хөлөнбуйр","Хулгайлах","","2"
"Хөлөнбуйр","Мал хулгайлах","7","9"
"Хөлөнбуйр","Хүрээлэн байгаа орчны эсрэг","","1"
"Хөлөнбуйр","ХАБТХАЖ-ын эсрэг гэмт хэрэг","2","1"
"Хөлөнбуйр","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","1"
"Цагаан-Овоо","Улсын дүн","24","40"
