"Статистик үзүүлэлт","Засаг захиргааны нэгж","2010","2011","2012","2013","2014","2015","2016","2017"
"Аж ахуйн эсрэг гэмт хэрэг","Жаргалант","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Өвөрхангай","22","15","18","14","2","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Арвайхээр","7","5","3","2","2","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баруунбаян-Улаан","1","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бат-Өлзий","4","3","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянгол","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баян-Өндөр","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Богд","","","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бүрд","","","2","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Гучин-Ус","","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Зүүнбаян-Улаан","","1","3","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Нарийнтээл","","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Өлзийт","","1","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сант","1","","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Тарагт","2","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Төгрөг","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Уянга","1","2","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хайрхандулаан","","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хархорин","3","2","4","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хужирт","1","","1","1","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Булган","8","11","7","14","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Булган","","2","3","7","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баян-Агт","","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бугат","","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бүрэгхангай","1","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Гурванбулаг","1","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Дашинчилэн","","2","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Орхон","1","2","","1","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Рашаант","1","1","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сайхан","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Тэшиг","","1","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хангал","1","1","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хишиг-Өндөр","1","1","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хутаг-Өндөр","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянхонгор","50","32","20","14","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянхонгор","30","15","12","9","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баацагаан","1","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянбулаг","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянговь","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянлиг","","2","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баян-Овоо","3","4","1","3","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянцагаан","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Богд","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бөмбөгөр","3","","3","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бууцагаан","1","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Галуут","2","2","2","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Жаргалант","3","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Жинст","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Заг","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Өлзийт","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хүрээмарал","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Шинэжинст","","2","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Эрдэнэцогт","1","1","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Архангай","28","9","8","9","","3","",""
"Аж ахуйн эсрэг гэмт хэрэг","Эрдэнэбулган","15","5","3","4","","2","",""
"Аж ахуйн эсрэг гэмт хэрэг","Батцэнгэл","2","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Булган","","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Ихтамир","2","1","2","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Өндөр-Улаан","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Тариат","1","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Төвшрүүлэх","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хайрхан","1","1","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хангай","","","","","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хашаат","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хотонт","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цэнхэр","3","","2","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Чулуут","","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Эрдэнэмандал","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хөвсгөл","16","16","15","11","2","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Мөрөн","6","7","5","3","2","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Алаг-Эрдэнэ","","2","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Арбулаг","1","2","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянзүрх","2","","2","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Жаргалант","","","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Их-Уул","1","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Рашаант","","1","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Ренчинлхүмбэ","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Тариалан","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Тосонцэнгэл","","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Түнэл","1","","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Улаан-Уул","1","","1","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цагааннуур","","1","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цагаан-Уул","","","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цагаан-Үүр","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цэцэрлэг","","","2","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Шинэ-Идэр","2","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Төвийн бүс","232","197","155","183","56","45","",""
"Аж ахуйн эсрэг гэмт хэрэг","Төв","27","32","22","34","1","2","",""
"Аж ахуйн эсрэг гэмт хэрэг","Зуунмод","15","6","5","5","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Алтанбулаг","","","2","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Аргалант","","","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Батсүмбэр","","3","3","4","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баян","","1","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баян-Өнжүүл","","","2","3","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянцагаан","","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянцогт","","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянчандмань","","","1","3","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Борнуур","","2","1","1","","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Бүрэн","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Дэлгэрхаан","","2","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Жаргалант","2","5","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Заамар","3","5","3","5","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Лүн","1","1","1","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сүмбэр","1","","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сэргэлэн","","4","","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Угтаал","2","2","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Цээл","1","","","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Эрдэнэ","1","","1","1","1","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Эрдэнэсант","","","1","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Говьсүмбэр","8","8","11","8","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сүмбэр","6","5","10","6","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянтал","1","2","1","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Шивээговь","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сэлэнгэ","64","45","43","36","13","13","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сүхбаатар","9","11","5","5","6","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Алтанбулаг","","1","3","1","7","12","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баруунбүрэн","3","2","","4","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Баянгол","2","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Ерөө","2","4","3","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Жавхлант","1","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Зүүнбүрэн","1","","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Мандал","34","19","22","17","1","1","",""
"Аж ахуйн эсрэг гэмт хэрэг","Орхон","3","1","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Орхонтуул","1","1","1","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сайхан","4","3","5","2","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Сант","","1","3","1","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хүдэр","1","","","","","","",""
"Аж ахуйн эсрэг гэмт хэрэг","Хашаат","1","","","1","","","",""
